order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,,,,,,
1588776,152,46,6,8,8,,,,,,
1726235,152,47,4,17,5,,,,,,
964275,152,48,0,7,10,,,,,,
342689,152,49,1,17,8,,,,,,
2445569,152,50,0,15,6,,,,,,
1462338,152,51,5,16,5,,,,,,
1994452,152,52,5,19,7,,,,,,
849822,152,53,3,12,5,,,,,,
3145654,152,54,1,18,5,,,,,,
3292196,152,55,2,14,22,,,,,,
3377402,152,56,0,17,5,,,,,,
963744,152,57,2,19,2,,,,,,
1476168,152,58,4,12,9,,,,,,
2592908,152,59,5,15,8,,,,,,
1436848,152,60,5,12,7,,,,,,
1145037,152,61,0,16,9,,,,,,
2722433,152,62,1,17,8,,,,,,
1921187,152,63,4,18,3,,,,,,
2907894,152,64,0,15,3,,,,,,
2200393,152,65,1,12,1,,,,,,
2588536,152,66,5,16,4,,,,,,
2488946,153,1,0,13,,,,,,,
742416,153,2,5,13,12,,,,,,
2404090,153,3,0,12,9,,,,,,
3269378,153,4,4,16,11,,,,,,
335969,153,5,6,18,9,,,,,,
500681,153,6,0,23,15,,,,,,
1757937,153,7,0,17,7,,,,,,
2912365,153,8,1,16,8,,,,,,
1730857,153,9,1,14,28,,,,,,
764699,153,10,1,12,7,,,,,,
2466682,153,11,5,20,11,,,,,,
2384228,153,12,0,16,9,,,,,,
44449,153,13,0,16,7,,,,,,
3221626,153,14,1,16,8,,,,,,
1123930,153,15,0,11,6,,,,,,
111429,153,16,0,17,14,,,,,,
3222921,153,17,0,17,21,,,,,,
276745,153,18,0,18,14,,,,,,
580151,153,19,0,21,7,,,,,,
1658650,153,20,0,19,7,,,,,,
528130,154,1,0,15,,,,,,,
3200961,154,2,1,21,1,,,,,,
465807,154,3,1,15,7,,,,,,
3129053,154,4,0,21,13,,,,,,
356633,154,5,0,18,7,,,,,,
1257624,154,6,2,9,9,,,,,,
759622,154,7,2,9,7,,,,,,
538626,154,8,3,16,30,,,,,,
2746442,154,9,1,9,12,,,,,,
837645,154,10,1,9,7,,,,,,
690218,154,11,1,14,7,,,,,,
198392,154,12,1,23,7,,,,,,
2713504,154,13,1,13,14,,,,,,
512704,154,14,2,11,22,,,,,,
1630745,154,15,2,9,7,,,,,,
3286810,154,16,2,16,14,,,,,,
2588355,154,17,0,22,12,,,,,,
2616266,154,18,0,21,7,,,,,,
1700318,154,19,1,12,8,,,,,,
1186663,154,20,1,12,7,,,,,,
1747812,154,21,1,14,7,,,,,,
2281502,154,22,1,12,7,,,,,,
2906369,154,23,1,16,14,,,,,,
2247029,154,24,0,20,6,,,,,,
1502913,154,25,2,8,16,,,,,,
2690751,154,26,1,13,6,,,,,,
1993813,154,27,1,10,7,,,,,,
206722,154,28,3,14,9,,,,,,
60318,154,29,0,10,4,,,,,,
803322,154,30,0,22,14,,,,,,
2759959,154,31,1,11,8,,,,,,
1571393,154,32,0,18,13,,,,,,
1816583,154,33,1,11,8,,,,,,
263139,154,34,1,11,7,,,,,,
2812291,154,35,5,13,4,,,,,,
36740,154,36,4,11,6,,,,,,
228437,155,1,1,12,,,,,,,
122604,155,2,4,20,10,,,,,,
2402663,155,3,0,11,3,,,,,,
257761,155,4,1,10,22,,,,,,
2772122,155,5,0,8,13,,,,,,
666435,155,6,1,13,8,,,,,,
1296427,155,7,4,15,17,,,,,,
3222720,155,8,3,14,30,,,,,,
3103333,155,9,1,14,26,,,,,,
3052893,155,10,1,13,14,,,,,,
1438105,155,11,1,16,7,,,,,,
119858,155,12,2,11,8,,,,,,
3415043,155,13,3,0,22,,,,,,
1997753,155,14,2,22,13,,,,,,
5640,155,15,2,0,28,,,,,,
1253654,155,16,0,21,12,,,,,,
938110,155,17,2,18,23,,,,,,
293417,155,18,0,21,19,,,,,,
1624852,155,19,2,11,2,,,,,,
1225418,155,20,1,16,20,,,,,,
2839132,155,21,5,2,30,,,,,,
968800,155,22,6,21,1,,,,,,
1897207,155,23,1,0,9,,,,,,
2282868,156,1,0,14,,,,,,,
399474,156,2,0,9,14,,,,,,
582863,156,3,5,18,5,,,,,,
2675738,156,4,0,9,9,,,,,,
3125271,157,1,1,16,,,,,,,
365516,157,2,6,17,5,,,,,,
1964256,157,3,4,18,5,,,,,,
3051508,157,4,3,15,6,,,,,,
3294802,157,5,0,14,4,,,,,,
2552279,158,1,6,10,,,,,,,
1330763,158,2,4,14,12,,,,,,
1755775,158,3,1,17,11,,,,,,
1908950,158,4,1,15,21,,,,,,
3156335,158,5,0,15,13,,,,,,
3052059,158,6,0,10,30,,,,,,
1066654,159,1,3,16,,,,,,,
3362903,159,2,4,14,15,,,,,,
24217,159,3,4,9,30,,,,,,
2240234,159,4,4,12,21,,,,,,
2943466,159,5,3,16,30,,,,,,
2955606,160,1,1,3,,,,,,,
3159678,160,2,1,3,14,,,,,,
2604109,160,3,1,5,21,,,,,,
219970,160,4,6,11,12,,,,,,
1314510,160,5,2,6,17,,,,,,
1168548,160,6,3,14,15,,,,,,
1643899,160,7,1,4,12,,,,,,
3011063,160,8,0,16,27,,,,,,
2608162,160,9,0,18,21,,,,,,
567775,160,10,2,19,9,,,,,,
2404259,160,11,2,20,7,,,,,,
1381002,160,12,1,1,6,,,,,,
2133144,160,13,0,17,13,,,,,,
1688165,161,1,6,15,,,,,,,
1118278,161,2,4,22,5,,,,,,
2259934,161,3,4,9,7,,,,,,
2719869,161,4,3,9,6,,,,,,
84983,161,5,2,21,6,,,,,,
651160,161,6,6,17,4,,,,,,
544054,161,7,0,22,15,,,,,,
2940096,161,8,0,22,30,,,,,,
2060581,161,9,2,23,9,,,,,,
3387522,161,10,4,22,9,,,,,,
1837870,161,11,1,22,30,,,,,,
1309888,161,12,5,21,18,,,,,,
478547,161,13,6,19,30,,,,,,
2621448,161,14,6,9,30,,,,,,
2806667,161,15,1,9,23,,,,,,
2826783,161,16,4,12,17,,,,,,
772348,161,17,5,21,22,,,,,,
2706850,161,18,1,10,10,,,,,,
1516335,161,19,0,15,20,,,,,,
3369087,161,20,1,20,22,,,,,,
3123006,161,21,0,15,20,,,,,,
369377,162,1,5,18,,,,,,,
1001083,162,2,0,19,2,,,,,,
2531139,162,3,3,16,3,,,,,,
754438,162,4,3,18,7,,,,,,
389096,162,5,0,0,4,,,,,,
1392380,162,6,0,17,0,,,,,,
632771,162,7,1,12,29,,,,,,
2570588,162,8,2,14,1,,,,,,
713051,162,9,3,19,8,,,,,,
1000289,162,10,5,17,2,,,,,,
824612,162,11,2,18,4,,,,,,
2754673,162,12,6,20,4,,,,,,
2714981,162,13,5,17,6,,,,,,
3076678,162,14,1,14,3,,,,,,
3400496,162,15,5,18,4,,,,,,
2870934,163,1,6,11,,,,,,,
575891,163,2,1,9,9,,,,,,
2947789,163,3,3,7,2,,,,,,
1052642,163,4,1,8,5,,,,,,
1859137,163,5,1,10,14,,,,,,
1297607,163,6,0,18,27,,,,,,
1013902,163,7,1,22,1,,,,,,
635454,163,8,3,8,2,,,,,,
2026444,163,9,6,11,17,,,,,,
3225182,163,10,4,10,12,,,,,,
1598666,163,11,4,21,0,,,,,,
2564128,163,12,1,23,11,,,,,,
2613646,164,1,1,8,,,,,,,
1140288,164,2,6,15,12,,,,,,
2793840,164,3,1,21,16,,,,,,
1424294,164,4,3,9,16,,,,,,
28065,164,5,6,10,30,,,,,,
2605487,164,6,1,8,16,,,,,,
2461513,164,7,3,12,16,,,,,,
54200,164,8,6,16,10,,,,,,
1389489,164,9,0,10,8,,,,,,
2940653,164,10,6,22,30,,,,,,
2608262,164,11,4,9,19,,,,,,
928797,165,1,0,13,,,,,,,
1396865,165,2,0,15,7,,,,,,
1731306,165,3,5,11,30,,,,,,
1404340,165,4,3,11,30,,,,,,
3133892,165,5,4,11,15,,,,,,
311101,165,6,0,17,17,,,,,,
2604407,165,7,6,18,27,,,,,,
1920100,165,8,3,15,30,,,,,,
2033461,166,1,0,9,,,,,,,
2310173,166,2,3,9,30,,,,,,
698299,166,3,0,8,30,,,,,,
2891652,166,4,5,13,30,,,,,,
2326130,166,5,1,15,10,,,,,,
993136,166,6,3,11,16,,,,,,
2993890,166,7,3,6,21,,,,,,
1938525,167,1,6,15,,,,,,,
665967,167,2,6,17,30,,,,,,
643719,167,3,6,9,14,,,,,,
1881925,167,4,1,15,16,,,,,,
3250020,167,5,0,13,20,,,,,,
2742787,167,6,0,11,7,,,,,,
2923608,168,1,5,16,,,,,,,
970863,168,2,6,11,8,,,,,,
3264798,168,3,2,16,3,,,,,,
2077777,168,4,3,14,15,,,,,,
773208,168,5,0,16,4,,,,,,
1598412,168,6,2,14,30,,,,,,
2108644,168,7,6,16,30,,,,,,
2072660,168,8,5,8,6,,,,,,
1440213,168,9,1,14,10,,,,,,
38018,168,10,4,13,3,,,,,,
1981078,168,11,0,20,3,,,,,,
2180387,168,12,6,8,6,,,,,,
643127,168,13,5,14,13,,,,,,
1987342,168,14,2,21,4,,,,,,
1250840,168,15,1,13,6,,,,,,
113232,168,16,5,9,4,,,,,,
805297,168,17,0,9,2,,,,,,
2667891,168,18,0,8,7,,,,,,
1438875,168,19,3,12,17,,,,,,
778034,168,20,3,17,0,,,,,,
120590,168,21,1,11,5,,,,,,
1765456,168,22,2,11,8,,,,,,
1172828,168,23,2,13,7,,,,,,
773377,169,1,4,16,,,,,,,
1447250,169,2,4,17,21,,,,,,
114213,169,3,1,15,30,,,,,,
1028598,169,4,5,9,25,,,,,,
419354,169,5,5,12,7,,,,,,
570511,169,6,4,17,6,,,,,,
767489,169,7,2,12,30,,,,,,
3126026,170,1,1,16,,,,,,,
2066764,170,2,1,9,30,,,,,,
2772634,170,3,2,9,30,,,,,,
2587424,170,4,4,18,30,,,,,,
1537799,171,1,1,17,,,,,,,
2794396,171,2,4,7,3,,,,,,
274499,171,3,5,19,1,,,,,,
2900734,171,4,6,14,15,,,,,,
834243,171,5,0,12,15,,,,,,
3077073,171,6,6,14,20,,,,,,
1500681,171,7,0,15,8,,,,,,
2985109,172,1,5,19,,,,,,,
2075795,172,2,3,9,5,,,,,,
1397050,172,3,1,16,19,,,,,,
2500007,172,4,1,13,7,,,,,,
1219501,172,5,2,9,8,,,,,,
352379,172,6,2,13,14,,,,,,
2760277,172,7,1,10,20,,,,,,
1288073,173,1,3,18,,,,,,,
1316394,173,2,2,16,6,,,,,,
1856802,173,3,6,11,4,,,,,,
1953050,173,4,4,14,5,,,,,,
66496,173,5,2,11,5,,,,,,
3403415,173,6,3,11,30,,,,,,
1745578,173,7,1,13,5,,,,,,
1587988,173,8,3,11,2,,,,,,
386624,173,9,4,11,1,,,,,,
1918376,173,10,1,17,4,,,,,,
4307,173,11,3,16,2,,,,,,
1538979,173,12,0,12,4,,,,,,
623710,173,13,3,8,3,,,,,,
2119357,173,14,1,19,5,,,,,,
917629,173,15,1,10,7,,,,,,
2653491,173,16,5,11,4,,,,,,
1437090,173,17,2,10,4,,,,,,
3338972,173,18,1,8,6,,,,,,
1783994,173,19,4,12,3,,,,,,
2445600,173,20,3,10,13,,,,,,
1796668,173,21,4,9,1,,,,,,
1424588,173,22,1,9,4,,,,,,
3227144,173,23,0,15,6,,,,,,
721291,173,24,4,11,18,,,,,,
115973,173,25,3,10,6,,,,,,
1136676,173,26,2,10,6,,,,,,
1464371,173,27,2,19,0,,,,,,
3325848,173,28,4,10,9,,,,,,
642371,173,29,2,12,5,,,,,,
3246512,173,30,0,21,5,,,,,,
1059506,173,31,4,14,4,,,,,,
392270,173,32,5,11,8,,,,,,
3219498,173,33,4,10,6,,,,,,
1065067,173,34,1,11,4,,,,,,
2511762,173,35,4,15,3,,,,,,
2230378,173,36,3,11,6,,,,,,
3113449,173,37,4,10,1,,,,,,
222009,173,38,6,9,2,,,,,,
565184,173,39,1,11,2,,,,,,
3377958,173,40,2,10,8,,,,,,
691475,173,41,3,10,8,,,,,,
306455,173,42,2,10,6,,,,,,
2944147,173,43,0,14,5,,,,,,
747657,173,44,1,10,15,,,,,,
2060922,173,45,2,9,15,,,,,,
3258437,174,1,5,12,,,,,,,
2717674,174,2,3,21,30,,,,,,
3305949,174,3,5,17,2,,,,,,
2143916,174,4,0,17,23,,,,,,
491572,174,5,2,17,16,,,,,,
1454402,174,6,5,14,24,,,,,,
3198434,174,7,1,15,3,,,,,,
3129852,174,8,0,12,6,,,,,,
228667,174,9,0,16,7,,,,,,
539529,174,10,3,18,3,,,,,,
2438283,174,11,0,16,11,,,,,,
2055941,174,12,3,19,24,,,,,,
235402,174,13,4,14,8,,,,,,
1640518,174,14,0,14,3,,,,,,
668180,174,15,4,16,4,,,,,,
662606,174,16,2,14,5,,,,,,
2405543,174,17,5,14,10,,,,,,
2821678,174,18,4,15,6,,,,,,
85209,174,19,0,15,10,,,,,,
3312431,174,20,2,16,2,,,,,,
1003212,174,21,1,16,30,,,,,,
1746076,174,22,0,10,13,,,,,,
559688,174,23,0,17,7,,,,,,
2510944,174,24,5,13,12,,,,,,
1945064,174,25,0,16,16,,,,,,
996987,174,26,0,14,7,,,,,,
1725709,174,27,4,17,11,,,,,,
537105,174,28,6,11,9,,,,,,
1290053,175,1,1,8,,,,,,,
2461831,175,2,2,21,1,,,,,,
3063200,175,3,4,16,2,,,,,,
205495,175,4,3,22,6,,,,,,
1456009,175,5,5,10,2,,,,,,
1281771,175,6,0,23,2,,,,,,
634160,175,7,3,12,3,,,,,,
3147245,175,8,4,8,1,,,,,,
329132,175,9,0,15,10,,,,,,
1383918,175,10,1,16,1,,,,,,
827491,175,11,3,11,9,,,,,,
980430,175,12,2,17,6,,,,,,
288866,175,13,1,15,6,,,,,,
914512,175,14,3,13,2,,,,,,
1785787,175,15,1,8,5,,,,,,
3341980,175,16,4,10,3,,,,,,
1197228,175,17,5,14,8,,,,,,
1220438,175,18,1,14,10,,,,,,
1318861,175,19,3,8,9,,,,,,
390962,175,20,4,9,1,,,,,,
1774680,175,21,1,14,11,,,,,,
3048271,175,22,3,20,9,,,,,,
1603592,175,23,3,13,7,,,,,,
1505214,175,24,3,9,7,,,,,,
1173120,176,1,1,17,,,,,,,
30855,176,2,1,12,21,,,,,,
806599,176,3,1,16,30,,,,,,
919208,176,4,2,14,30,,,,,,
2944045,176,5,0,16,30,,,,,,
1075956,176,6,1,13,8,,,,,,
2433199,176,7,6,16,19,,,,,,
2735511,177,1,6,3,,,,,,,
3382716,177,2,4,11,12,,,,,,
1597789,177,3,0,13,3,,,,,,
3165634,177,4,1,14,8,,,,,,
1520754,177,5,1,13,14,,,,,,
3098600,177,6,3,13,2,,,,,,
1238752,177,7,0,12,4,,,,,,
2389540,177,8,4,19,11,,,,,,
563989,177,9,0,9,3,,,,,,
3254667,177,10,5,18,5,,,,,,
793557,177,11,0,20,9,,,,,,
485527,177,12,0,17,7,,,,,,
3106222,177,13,5,12,5,,,,,,
1169336,177,14,5,13,0,,,,,,
2691733,177,15,0,21,9,,,,,,
872089,178,1,5,10,,,,,,,
1414538,178,2,4,19,6,,,,,,
1391948,178,3,1,16,11,,,,,,
3124007,178,4,1,8,30,,,,,,
1648965,178,5,2,17,15,,,,,,
3412247,178,6,2,9,7,,,,,,
1517273,179,1,6,18,,,,,,,
635418,179,2,2,18,10,,,,,,
3125203,179,3,5,15,10,,,,,,
2238420,179,4,1,13,30,,,,,,
1439679,179,5,0,7,30,,,,,,
1464402,179,6,1,20,15,,,,,,
2235187,180,1,2,9,,,,,,,
375787,180,2,6,10,30,,,,,,
3000001,180,3,6,12,28,,,,,,
1510828,180,4,6,10,28,,,,,,
982722,180,5,2,12,17,,,,,,
2849643,180,6,6,9,18,,,,,,
2769561,180,7,5,10,30,,,,,,
1298372,181,1,0,14,,,,,,,
3256630,181,2,0,16,7,,,,,,
1075237,181,3,2,13,30,,,,,,
2679362,181,4,1,16,13,,,,,,
3228766,181,5,1,14,30,,,,,,
564668,181,6,1,12,14,,,,,,
2398097,181,7,1,15,30,,,,,,
1009554,181,8,1,14,14,,,,,,
1629880,181,9,1,21,14,,,,,,
489947,181,10,5,12,30,,,,,,
2029462,181,11,2,14,30,,,,,,
3347029,182,1,6,17,,,,,,,
819518,182,2,5,21,13,,,,,,
2641102,182,3,5,19,7,,,,,,
1373098,182,4,5,20,7,,,,,,
1634275,182,5,5,8,7,,,,,,
1318036,182,6,1,10,10,,,,,,
3060573,182,7,2,7,15,,,,,,
2927988,182,8,6,11,4,,,,,,
2646259,182,9,6,11,30,,,,,,
1497609,182,10,0,14,15,,,,,,
1592002,182,11,6,17,13,,,,,,
1373985,182,12,6,13,7,,,,,,
1011553,182,13,6,13,7,,,,,,
1357805,182,14,6,11,7,,,,,,
1830619,182,15,0,12,30,,,,,,
1283721,182,16,0,20,7,,,,,,
1374768,182,17,0,15,14,,,,,,
1087212,182,18,2,17,16,,,,,,
377739,182,19,6,17,11,,,,,,
303723,182,20,6,9,7,,,,,,
866391,182,21,0,14,15,,,,,,
2996849,182,22,1,14,15,,,,,,
358392,182,23,6,15,5,,,,,,
1046552,182,24,0,14,15,,,,,,
2157440,182,25,5,19,26,,,,,,
2750011,182,26,5,21,7,,,,,,
1817659,182,27,6,17,15,,,,,,
376841,183,1,2,17,,,,,,,
3379815,183,2,5,15,3,,,,,,
2661186,183,3,0,19,9,,,,,,
3374094,183,4,1,16,30,,,,,,
1007973,183,5,6,14,19,,,,,,
2712884,184,1,3,16,,,,,,,
737197,184,2,2,17,30,,,,,,
2568489,184,3,1,13,30,,,,,,
146945,184,4,4,7,30,,,,,,
2144515,184,5,4,14,14,,,,,,
2029193,184,6,1,16,11,,,,,,
1554780,184,7,5,18,30,,,,,,
893725,184,8,0,22,30,,,,,,
1853660,184,9,6,16,20,,,,,,
252656,184,10,3,12,30,,,,,,
2291360,184,11,0,11,4,,,,,,
3362166,184,12,6,12,30,,,,,,
2076154,185,1,4,11,,,,,,,
1861943,185,2,1,12,25,,,,,,
2715904,185,3,3,10,30,,,,,,
3350322,185,4,5,7,30,,,,,,
2377728,185,5,2,14,30,,,,,,
1779324,185,6,2,13,30,,,,,,
2887658,185,7,2,11,30,,,,,,
356906,186,1,6,4,,,,,,,
2670094,186,2,3,17,18,,,,,,
2092143,186,3,6,15,3,,,,,,
930353,186,4,1,12,30,,,,,,
533135,186,5,0,13,20,,,,,,
1433580,186,6,6,16,6,,,,,,
299860,186,7,6,10,7,,,,,,
470997,186,8,4,12,5,,,,,,
889228,187,1,3,11,,,,,,,
1103718,187,2,0,14,4,,,,,,
1637113,187,3,5,12,5,,,,,,
2096989,187,4,1,17,3,,,,,,
2146727,187,5,5,18,4,,,,,,
2267770,187,6,6,12,1,,,,,,
1371918,187,7,3,9,4,,,,,,
2774796,187,8,6,19,3,,,,,,
2935313,187,9,0,15,1,,,,,,
2998162,187,10,3,12,10,,,,,,
1882461,187,11,2,11,6,,,,,,
1405292,187,12,4,10,2,,,,,,
2753539,187,13,1,10,4,,,,,,
1252793,187,14,2,8,1,,,,,,
2564917,187,15,0,5,5,,,,,,
1253771,187,16,1,13,1,,,,,,
751250,187,17,0,18,27,,,,,,
3228672,187,18,5,11,30,,,,,,
2298326,187,19,4,14,6,,,,,,
229217,187,20,5,14,8,,,,,,
1516111,187,21,1,12,3,,,,,,
1155527,187,22,2,16,1,,,,,,
1301180,187,23,0,12,30,,,,,,
2636177,187,24,1,15,8,,,,,,
293015,187,25,2,15,1,,,,,,
34164,187,26,1,14,13,,,,,,
388948,187,27,3,16,2,,,,,,
671190,187,28,3,16,7,,,,,,
871819,187,29,6,16,3,,,,,,
926993,187,30,0,16,1,,,,,,
1921094,187,31,1,15,15,,,,,,
984705,187,32,2,14,8,,,,,,
475324,187,33,5,15,3,,,,,,
2527449,188,1,0,10,,,,,,,
1229736,188,2,6,12,6,,,,,,
1751717,188,3,2,6,17,,,,,,
1873606,188,4,5,16,3,,,,,,
2426134,188,5,3,13,5,,,,,,
569815,188,6,0,9,4,,,,,,
97801,189,1,4,9,,,,,,,
1629068,189,2,2,18,5,,,,,,
2154001,189,3,0,19,12,,,,,,
1869102,189,4,1,20,15,,,,,,
750241,189,5,2,20,22,,,,,,
2906782,189,6,1,18,13,,,,,,
191781,189,7,1,19,21,,,,,,
2185259,189,8,5,15,18,,,,,,
648847,189,9,1,14,10,,,,,,
2860048,189,10,2,20,15,,,,,,
3158223,189,11,2,22,30,,,,,,
2715293,189,12,4,18,2,,,,,,
152323,190,1,3,10,,,,,,,
1805001,190,2,4,15,8,,,,,,
2573321,190,3,5,0,8,,,,,,
1310203,190,4,6,14,1,,,,,,
2744804,190,5,4,9,5,,,,,,
3287976,190,6,6,2,2,,,,,,
2051365,190,7,0,11,30,,,,,,
950995,190,8,6,17,30,,,,,,
1905066,190,9,5,18,13,,,,,,
928818,190,10,3,15,5,,,,,,
530917,190,11,5,15,2,,,,,,
976113,190,12,4,9,30,,,,,,
635604,190,13,1,22,30,,,,,,
519383,190,14,1,17,14,,,,,,
2677377,190,15,2,16,15,,,,,,
1638609,190,16,2,15,30,,,,,,
627893,190,17,0,12,12,,,,,,
2517930,190,18,0,15,14,,,,,,
2623186,191,1,3,11,,,,,,,
898820,191,2,3,13,0,,,,,,
2137457,191,3,3,15,7,,,,,,
1604803,191,4,3,14,7,,,,,,
1308123,191,5,1,15,5,,,,,,
2182834,192,1,1,10,,,,,,,
1575616,192,2,1,10,30,,,,,,
3058741,192,3,2,10,29,,,,,,
2167437,192,4,6,15,30,,,,,,
2710933,192,5,2,9,30,,,,,,
3155162,192,6,1,12,30,,,,,,
238653,193,1,2,9,,,,,,,
3306506,193,2,1,11,13,,,,,,
1041720,193,3,1,17,21,,,,,,
2875207,193,4,1,14,14,,,,,,
2179710,193,5,4,10,30,,,,,,
1962299,193,6,4,10,14,,,,,,
2145664,194,1,2,16,,,,,,,
1888833,194,2,6,12,18,,,,,,
1235202,194,3,4,18,12,,,,,,
686468,194,4,1,12,11,,,,,,
1566105,194,5,6,17,30,,,,,,
1281713,194,6,4,8,30,,,,,,
55124,194,7,5,18,30,,,,,,
3056169,194,8,5,18,0,,,,,,
3408134,194,9,0,13,9,,,,,,
2378064,194,10,4,19,4,,,,,,
2040988,195,1,1,14,,,,,,,
2247949,195,2,5,15,4,,,,,,
28047,195,3,0,13,9,,,,,,
3094213,195,4,1,8,15,,,,,,
2699449,195,5,4,9,3,,,,,,
2443791,195,6,1,9,4,,,,,,
739290,195,7,4,9,3,,,,,,
1680569,195,8,1,9,4,,,,,,
1991051,195,9,5,10,4,,,,,,
2186781,195,10,1,11,3,,,,,,
2213852,195,11,4,9,3,,,,,,
2969331,195,12,5,14,1,,,,,,
2925383,195,13,1,18,10,,,,,,
1302290,195,14,2,8,8,,,,,,
3278937,195,15,2,8,0,,,,,,
2254988,195,16,4,18,2,,,,,,
1357499,195,17,2,9,5,,,,,,
1946131,195,18,2,8,7,,,,,,
276171,195,19,5,11,3,,,,,,
3387727,195,20,1,10,10,,,,,,
2661660,195,21,5,15,4,,,,,,
2744976,195,22,5,10,7,,,,,,
1017813,195,23,5,16,7,,,,,,
373581,195,24,4,11,6,,,,,,
2781919,195,25,1,14,4,,,,,,
1190066,195,26,4,17,3,,,,,,
1442427,195,27,3,9,6,,,,,,
1896889,195,28,5,11,2,,,,,,
3334200,195,29,5,10,7,,,,,,
1205026,195,30,5,11,7,,,,,,
1738718,195,31,2,8,4,,,,,,
3140466,195,32,1,7,13,,,,,,
952829,195,33,4,17,3,,,,,,
3058369,195,34,3,10,6,,,,,,
1684209,195,35,5,11,2,,,,,,
85844,195,36,2,9,25,,,,,,
1485596,195,37,2,15,0,,,,,,
2173254,195,38,1,8,13,,,,,,
887706,195,39,1,8,7,,,,,,
417035,195,40,3,16,2,,,,,,
2779493,195,41,4,16,1,,,,,,
1965520,195,42,4,11,7,,,,,,
152330,195,43,5,14,1,,,,,,
910030,195,44,5,9,7,,,,,,
476868,195,45,5,10,7,,,,,,
882353,195,46,3,9,5,,,,,,
1615297,195,47,5,10,2,,,,,,
690433,195,48,1,13,3,,,,,,
176934,195,49,1,15,7,,,,,,
2257634,195,50,5,12,4,,,,,,
1113934,195,51,1,15,10,,,,,,
1765587,195,52,3,12,2,,,,,,
1199792,195,53,5,12,2,,,,,,
42996,195,54,5,15,7,,,,,,
2500838,195,55,1,21,10,,,,,,
121548,195,56,1,10,7,,,,,,
745908,195,57,4,11,3,,,,,,
2857448,195,58,5,16,1,,,,,,
1458129,195,59,4,11,6,,,,,,
2039840,196,1,3,15,,,,,,,
2939236,196,2,1,8,26,,,,,,
3094972,196,3,1,21,30,,,,,,
169451,196,4,4,16,10,,,,,,
2483382,197,1,4,12,,,,,,,
1849035,197,2,1,9,4,,,,,,
2265158,197,3,5,9,4,,,,,,
1306060,197,4,1,9,3,,,,,,
3083377,197,5,3,8,2,,,,,,
843713,197,6,0,15,4,,,,,,
235707,197,7,6,14,6,,,,,,
2890752,197,8,0,19,1,,,,,,
1623365,197,9,5,11,5,,,,,,
248146,197,10,6,12,1,,,,,,
1033381,197,11,6,15,7,,,,,,
2650221,197,12,4,20,5,,,,,,
3273399,197,13,6,16,2,,,,,,
1787495,197,14,6,15,7,,,,,,
1303577,197,15,6,15,7,,,,,,
1770829,197,16,0,13,1,,,,,,
3272626,197,17,3,21,3,,,,,,
2622918,197,18,0,12,4,,,,,,
3142311,197,19,3,19,3,,,,,,
1360600,197,20,4,21,1,,,,,,
739987,197,21,6,16,2,,,,,,
809423,198,1,1,13,,,,,,,
2063274,198,2,4,12,3,,,,,,
525584,198,3,3,19,30,,,,,,
1180412,198,4,0,12,11,,,,,,
2765724,198,5,1,13,22,,,,,,
3048264,198,6,2,13,8,,,,,,
1654875,199,1,6,13,,,,,,,
2900813,199,2,6,11,7,,,,,,
2767607,199,3,2,13,10,,,,,,
2066158,199,4,6,10,30,,,,,,
380579,200,1,4,10,,,,,,,
1693622,200,2,3,11,6,,,,,,
1350231,200,3,2,13,6,,,,,,
3317740,200,4,2,14,28,,,,,,
2171750,200,5,5,12,17,,,,,,
124049,200,6,5,13,21,,,,,,
2438149,200,7,2,17,30,,,,,,
1025893,200,8,2,19,30,,,,,,
363400,200,9,0,18,30,,,,,,
2986791,200,10,1,22,30,,,,,,
3117661,201,1,0,7,,,,,,,
1382639,201,2,2,8,2,,,,,,
2395582,201,3,3,11,1,,,,,,
3056620,201,4,2,12,6,,,,,,
369869,201,5,2,12,0,,,,,,
1597438,201,6,2,8,7,,,,,,
2391623,201,7,4,18,30,,,,,,
2780124,201,8,6,12,23,,,,,,
209889,202,1,4,9,,,,,,,
2280499,202,2,0,15,10,,,,,,
2948991,202,3,2,18,30,,,,,,
1095335,202,4,6,17,11,,,,,,
1643268,202,5,2,14,30,,,,,,
239906,202,6,0,10,30,,,,,,
2249939,202,7,0,11,30,,,,,,
282777,202,8,5,15,19,,,,,,
1772925,202,9,2,9,11,,,,,,
1566828,202,10,4,14,16,,,,,,
1118017,202,11,3,14,13,,,,,,
2240638,202,12,0,14,11,,,,,,
1779254,202,13,4,9,18,,,,,,
1239084,202,14,5,13,22,,,,,,
1666826,203,1,5,16,,,,,,,
2100999,203,2,5,16,0,,,,,,
3392287,203,3,1,11,30,,,,,,
2897229,203,4,0,15,30,,,,,,
1715675,204,1,5,10,,,,,,,
3197379,204,2,4,9,6,,,,,,
741021,204,3,1,11,4,,,,,,
874399,204,4,5,20,4,,,,,,
1054017,204,5,2,14,4,,,,,,
1194678,204,6,0,11,5,,,,,,
670442,204,7,3,15,3,,,,,,
3309526,204,8,0,0,4,,,,,,
1033879,204,9,2,10,2,,,,,,
2321422,204,10,6,18,4,,,,,,
77476,204,11,5,11,6,,,,,,
1973375,204,12,1,21,3,,,,,,
1349480,204,13,5,11,4,,,,,,
1568565,204,14,0,10,2,,,,,,
312218,204,15,1,22,1,,,,,,
